code,lenght (cm),width (cm),height (cm),volum (m3),weight (kg),inventory (units)
735,20,15,15,0.0045,1,0
736,20,15,15,0.0045,1,1
737,10,5,5,0.00025,0.1,3
738,20,20,10,0.004,1,1
739,20,15,11,0.0033,0.21,2
740,12,10,15,0.0018,0.4,0
741,15,15,12,0.0027,0.3,2
742,15,15,15,0.003375,0.2,1
743,40,36,5,0.0072,0.75,4
744,36,36,16,0.020736,14.9,0
745,25,20,10,0.005,4,0
746,24,15,9,0.00324,3.85,3
747,16,10,8,0.00128,2,21
748,20,10,11,0.0022,0.215,93
749,25,16,8,0.0032,2.35,83
750,22,15,8,0.00264,0.215,40
751,22,13,6,0.001716,0.205,7
752,24,16,8,0.003072,0.22,44
753,32,32,2,0.002048,0.555,27
754,21,15,7,0.002205,0.15,44
755,27,17,7,0.003213,0.31,134
756,21,13,7,0.001911,0.15,1
757,19,14,7,0.001862,0.158,25
758,23,15,9,0.003105,1.5,2
759,24,16,6,0.002304,1.4,47
760,24,18,7,0.003024,2.3,0
761,20,19,9,0.00342,0.28,35
762,22,16,6,0.002112,2.2,1
763,20,14,6,0.00168,0.002,2
764,30,13,11,0.00429,3,37
765,22,14,7,0.002156,1.55,0
766,18,13,7,0.001638,0.15,75
767,18,15,5,0.00135,0.175,34
768,25,16,6,0.0024,0.205,65
769,22,14,7,0.002156,1.75,7
770,18,13,15,0.00351,0.185,50
771,30,16,8,0.00384,2.5,0
772,22,17,7,0.002618,0.215,12
773,14,21,6,0.001764,2.055,2
774,19,14,7,0.001862,0.002,42
775,14,11,7,0.001078,0.7,0
776,14,14,7,0.001372,0.085,59
777,22,10,8,0.00176,1.3,26
778,19,14,7,0.001862,0.002,18
779,18,15,5,0.00135,1.55,0
780,25,17,7,0.002975,2.815,0
781,14,9,9,0.001134,0.13,6
782,15,15,10,0.00225,1.2,0
783,15,11,9,0.001485,0.135,56
784,30,30,4,0.0036,0.835,14
785,33,33,8,0.008712,8.7,9
786,30,30,5,0.0045,7,0
787,32,34,6,0.006528,7.35,1
788,27,27,7,0.005103,4.2,9
789,29,29,2,0.001682,0.365,4
790,25,25,20,0.0125,1,3
791,6,6,1,0.000036,0.01,1
792,14,12,1,0.000168,0.1,0
793,16,12,1,0.000192,0.1,0
794,15,12,11,0.00198,0.3,1
795,17,13,13,0.002873,0.35,1
796,18,13,13,0.003042,0.3,3
797,22,13,13,0.003718,0.3,2
798,18,11,11,0.002178,0.3,3
799,18,11,11,0.002178,0.35,2
800,18,13,13,0.003042,0.3,5
801,22,13,13,0.003718,0.3,0
802,2,2,3,0.000012,0.035,3
803,22,21,9,0.004158,3.55,0
804,17,17,7,0.002023,0.155,1
805,10,10,10,0.001,0.2,5
806,16,14,1,0.000224,0.005,10
807,1,1,1,0.000001,0.001,9
808,11,10,2,0.00022,0.005,2
809,6,4,4,0.000096,0.005,7
810,10,10,5,0.0005,0.1,0
811,80,20,2,0.0032,0.025,12
812,14,15,9,0.00189,1.7,2
813,16,13,8,0.001664,1.3,2
814,10,10,5,0.0005,0.8,8
815,10,9,6,0.00054,0.65,1
816,14,10,4,0.00056,0.9,0
817,14,10,4,0.00056,0.7,1
818,10,10,5,0.0005,0.8,0
819,10,10,7,0.0007,0.9,0
820,55,12,2,0.00132,0.07,11
821,1,1,6,0.000006,0.001,9
822,17,10,4,0.00068,0.02,2
823,14,10,4,0.00056,0.025,1
824,8,8,3,0.000192,0.2,15
825,20,20,15,0.006,1,1
826,15,10,5,0.00075,0.2,5
827,10,10,5,0.0005,0.4,1
828,20,20,5,0.002,0.2,0
829,20,20,5,0.002,0.2,0
830,10,5,5,0.00025,0.1,3
831,10,10,5,0.0005,0.1,4
832,40,40,6,0.0096,3,5
833,40,40,6,0.0096,3,5
834,40,40,6,0.0096,2.8,5
835,40,40,6,0.0096,3,3
836,40,40,6,0.0096,3,11
837,40,40,6,0.0096,3,13
838,40,40,6,0.0096,3,6
839,40,40,6,0.0096,3,2
840,50,44,7,0.0154,0.265,1
841,40,40,6,0.0096,3,8
842,60,38,7,0.01596,3.35,2
843,58,47,13,0.035438,5,1
844,52,41,5,0.01066,4.45,2
845,40,40,6,0.0096,3,1
846,40,40,6,0.0096,3,5
847,49,20,2,0.00196,3.3,3
848,40,40,6,0.0096,3,2
849,40,40,6,0.0096,3,10
850,55,39,8,0.01716,4.05,4
851,40,40,6,0.0096,3,0
852,40,40,6,0.0096,3,2
853,40,40,6,0.0096,3,13
854,40,40,6,0.0096,3,7
855,40,40,6,0.0096,3,2
856,40,40,6,0.0096,3,3
857,40,40,6,0.0096,3,2
858,40,40,6,0.0096,3,12
859,52,16,6,0.004992,3.1,11
860,40,40,6,0.0096,3,3
861,40,40,6,0.0096,3,10
862,64,49,6,0.018816,6.3,1
863,40,40,6,0.0096,3,2
864,60,46,9,0.02484,2.65,3
865,40,40,6,0.0096,3,4
866,53,33,6,0.010494,3.3,2
867,55,40,7,0.0154,3.3,2
868,52,9,4,0.001872,4.25,2
869,40,40,6,0.0096,3,0
870,40,40,6,0.0096,3,6
871,53,20,3,0.00318,2.4,1
872,58,44,4,0.010208,4.7,1
873,40,40,6,0.0096,3,11
874,40,40,6,0.0096,3,2
875,53,40,13,0.02756,4.8,1
876,40,40,6,0.0096,3,3
877,48,45,5,0.0108,3.3,1
878,12,6,5,0.00036,0.35,8
879,7,7,5,0.000245,0.25,8
880,11,8,7,0.000616,0.35,8
881,21,13,7,0.001911,0.25,1
882,8,8,5,0.00032,0.2,10
883,21,13,5,0.001365,0.15,1
884,11,9,7,0.000693,0.3,5
885,15,15,9,0.002025,0.85,1
886,12,10,15,0.0018,0.4,6
887,12,10,15,0.0018,0.4,12
888,12,10,15,0.0018,0.4,3
889,12,10,15,0.0018,0.4,4
890,12,10,10,0.0012,0.65,21
891,12,10,15,0.0018,0.4,3
892,12,10,15,0.0018,0.4,17
893,13,11,10,0.00143,1,5
894,12,10,15,0.0018,0.4,10
895,11,8,7,0.000616,0.3,7
896,12,10,15,0.0018,0.4,5
897,11,8,7,0.000616,0.35,0
898,11,8,7,0.000616,0.35,4
899,26,13,10,0.00338,0.45,0
900,16,9,1,0.000144,0.01,1
901,30,25,25,0.01875,5,1
902,16,11,1,0.000176,0.15,10
903,14,10,1,0.00014,0.001,2
904,14,9,8,0.001008,0.55,1
905,15,14,10,0.0021,1.85,3
906,14,11,4,0.000616,0.55,2
907,27,9,7,0.001701,0.5,6
908,39,12,3,0.001404,0.5,12
909,41,12,6,0.002952,0.8,0
910,39,15,2,0.00117,0.5,3
911,21,10,6,0.00126,0.65,0
912,39,12,3,0.001404,0.6,14
913,28,9,7,0.001764,0.55,2
914,38,9,7,0.002394,0.7,0
915,39,10,7,0.00273,0.7,0
916,36,14,4,0.002016,0.5,2
917,41,12,5,0.00246,0.8,2
918,27,9,7,0.001701,0.7,7
919,28,9,7,0.001764,0.25,7
920,15,10,6,0.0009,0.6,7
921,15,10,7,0.00105,0.45,12
922,15,10,6,0.0009,0.45,11
923,15,10,6,0.0009,0.4,10
924,15,10,10,0.0015,0.4,2
925,15,10,10,0.0015,0.4,0
926,24,12,8,0.002304,0.5,11
927,24,13,8,0.002496,0.5,9
928,28,10,7,0.00196,0.75,4
929,21,10,6,0.00126,0.7,3
930,27,9,7,0.001701,0.6,3
931,27,9,7,0.001701,0.95,4
932,15,10,6,0.0009,0.4,13
933,18,12,8,0.001728,0.45,13
934,30,14,8,0.00336,0.5,1
935,39,9,7,0.002457,0.75,9
936,15,8,6,0.00072,0.035,6
937,8,5,2,0.00008,0.005,30
938,10,10,10,0.001,0.1,3
939,20,10,10,0.002,0.3,1
940,20,10,10,0.002,0.2,2
941,20,10,8,0.0016,0.2,1
942,25,20,5,0.0025,0.2,3
943,25,20,5,0.0025,0.2,1
944,25,20,5,0.0025,0.1,3
945,10,5,5,0.00025,0.1,0
946,15,10,5,0.00075,0.1,3
947,10,5,5,0.00025,0.1,2
948,10,5,5,0.00025,0.1,5
949,40,10,5,0.002,0.2,2
950,20,10,8,0.0016,0.1,1
951,14,10,6,0.00084,0.055,17
952,20,21,22,0.00924,2.75,0
953,16,11,2,0.000352,0.1,2
954,38,7,7,0.001862,1.75,1
955,17,13,5,0.001105,0.07,1
956,28,11,6,0.001848,0.1,9
957,32,13,6,0.002496,0.1,7
958,24,18,6,0.002592,0.01,6
959,29,19,7,0.003857,0.1,2
960,10,7,5,0.00035,0.05,3
961,7,7,10,0.00049,0.06,9
962,2,7,7,0.000098,0.001,4
963,8,8,10,0.00064,0.3,56
964,9,9,13,0.001053,0.04,11
965,46,10,5,0.0023,0.07,6
966,7,5,9,0.000315,0.001,4
967,2,2,2,0.000008,0.001,1
968,5,5,1,0.000025,0.001,16
969,16,18,2,0.000576,0.015,4
970,30,13,4,0.00156,0.02,2
971,28,44,7,0.008624,0.02,4
972,7,7,3,0.000147,0.001,5
973,2,2,5,0.00002,0.002,8
974,10,5,5,0.00025,0.1,8
975,20,21,11,0.00462,2,4
976,22,13,12,0.003432,1.65,4
977,35,25,15,0.013125,3.5,0
978,35,25,15,0.013125,3.5,1
979,27,16,13,0.005616,2.05,8
980,20,15,9,0.0027,4.25,3
981,35,25,15,0.013125,3.5,0
982,35,25,15,0.013125,3.5,1
983,1,32,7,0.000224,8.4,1
984,29,34,7,0.006902,6,6
985,30,31,7,0.00651,6.15,5
986,28,27,9,0.006804,0.56,3
987,29,28,10,0.00812,7.6,1
988,30,31,7,0.00651,8.6,0
989,16,11,6,0.001056,1.1,42
990,13,11,4,0.000572,1.05,7
991,14,9,9,0.001134,1.2,3
992,12,9,9,0.000972,0.95,1
993,17,11,7,0.001309,1.55,7
994,18,19,5,0.00171,2.15,46
995,15,11,4,0.00066,0.85,21
996,14,12,5,0.00084,1.2,56
997,13,10,9,0.00117,1.1,1
998,19,13,4,0.000988,1.3,49
999,19,16,7,0.002128,1.85,5
1000,20,15,7,0.0021,0.27,21
1001,17,9,9,0.001377,2.05,8
1002,12,10,9,0.00108,1.3,3
1003,15,9,9,0.001215,1.8,11
1004,16,8,8,0.001024,1.5,0
1005,12,10,9,0.00108,0.85,1
1006,17,9,9,0.001377,2.25,14
1007,12,9,8,0.000864,0.8,2
1008,13,9,9,0.001053,1.5,1
1009,12,9,9,0.000972,1.35,7
1010,30,20,10,0.006,4.4,56
1011,22,20,1,0.00044,0.02,5
1012,7,1,7,0.000049,0.005,1
1013,18,10,1,0.00018,0.005,1
1014,10,10,18,0.0018,0.065,3
1015,24,13,9,0.002808,0.055,1
1016,20,9,9,0.00162,0.06,1
1017,20,9,9,0.00162,0.045,1
1018,40,35,5,0.007,0.1,0
1019,40,30,5,0.006,0.5,1
1020,7,4,1,0.000028,0.015,1
1021,9,1,1,0.000009,0.001,8
1022,9,12,2,0.000216,0.01,1
1023,20,15,5,0.0015,0.3,0
1024,21,14,5,0.00147,0.025,10
1025,15,13,2,0.00039,0.07,10
1026,19,8,4,0.000608,0.02,2
1027,29,29,11,0.009251,0.012,2
1028,32,30,13,0.01248,7.15,4
1029,60,15,1,0.0009,0.015,0
1030,15,5,5,0.000375,0.3,40
1031,15,7,7,0.000735,0.04,39
1032,10,3,3,0.00009,0.025,1
1033,13,9,7,0.000819,0.95,8
1034,10,5,5,0.00025,0.2,0
1035,7,10,10,0.0007,0.02,1
1036,31,28,4,0.003472,0.02,5
1037,15,10,5,0.00075,0.2,1
1038,11,3,11,0.000363,0.01,1
1039,17,14,1,0.000238,0.005,1
1040,17,8,3,0.000408,0.025,2
1041,6,6,3,0.000108,0.1,1
1042,16,9,4,0.000576,0.05,2
1043,18,14,6,0.001512,0.055,1
1044,33,33,2,0.002178,0.025,1
1045,46,44,4,0.008096,0.45,2
1046,8,9,7,0.000504,0.15,2
1047,9,7,5,0.000315,0.02,5
1048,13,12,1,0.000156,0.002,0
1049,7,1,1,0.000007,0.001,8
1050,50,10,10,0.005,2.5,0
1051,59,3,3,0.000531,0.25,1
1052,10,6,5,0.0003,0.04,1
1053,18,12,1,0.000216,0.001,2
1054,6,6,1,0.000036,0.01,1
1055,13,13,1,0.000169,0.005,2
1056,13,5,5,0.000325,0.001,2
1057,80,40,5,0.016,0.2,0
1058,10,9,6,0.00054,0.045,2
1059,10,8,10,0.0008,0.02,8
1060,15,8,6,0.00072,0.075,6
1061,48,8,1,0.000384,0.025,2
1062,38,20,10,0.0076,0.09,1
1063,23,20,1,0.00046,0.01,1
1064,15,14,1,0.00021,0.005,1
1065,18,14,3,0.000756,0.35,1
1066,14,8,3,0.000336,0.005,2
1067,6,4,3,0.000072,0.005,0
1068,10,8,5,0.0004,0.2,0
1069,62,4,10,0.00248,0.005,3
1070,21,9,1,0.000189,0.001,2
1071,18,13,8,0.001872,0.095,1
1072,58,3,1,0.000174,0.25,1
1073,16,18,13,0.003744,0.002,1
1074,16,18,14,0.004032,0.19,1
1075,27,14,17,0.006426,0.21,2
1076,19,20,17,0.00646,2,4
1077,36,52,9,0.016848,4,0
1078,50,29,9,0.01305,4.2,7
1079,30,30,5,0.0045,6.6,29
1080,52,27,18,0.025272,1.15,1
1081,51,27,17,0.023409,0.045,1
1082,8,6,2,0.000096,0.005,1
1083,6,5,6,0.00018,0.005,3
1084,18,10,10,0.0018,0.35,1
1085,11,11,2,0.000242,0.01,1
1086,7,6,2,0.000084,0.005,5
1087,25,20,5,0.0025,0.2,1
1088,15,15,10,0.00225,0.2,1
1089,17,17,7,0.002023,0.2,2
1090,20,20,10,0.004,0.1,1
1091,15,15,5,0.001125,0.2,1
1092,13,14,4,0.000728,0.15,0
1093,14,21,7,0.002058,0.01,1
1094,43,4,4,0.000688,0.4,1
1095,22,5,5,0.00055,0.02,1
1096,20,18,6,0.00216,0.2,0
1097,58,50,2,0.0058,0.145,1
1098,14,8,6,0.000672,0.04,3
1099,35,24,10,0.0084,0.355,1
1100,9,7,5,0.000315,0.005,1
1101,19,13,1,0.000247,0.01,1
1102,12,14,2,0.000336,0.1,1
1103,6,5,10,0.0003,0.015,3
1104,10,10,10,0.001,0.1,0
1105,14,12,8,0.001344,0.03,0
1106,16,15,14,0.00336,0.14,12
1107,21,28,2,0.001176,0.02,4
1108,30,15,15,0.00675,0.4,8
1109,40,30,10,0.012,1,5
1110,16,13,16,0.003328,0.295,9
1111,83,5,3,0.001245,0.63,5
1112,10,8,5,0.0004,0.02,1
1113,25,20,5,0.0025,0.4,0
1114,25,20,5,0.0025,0.4,1
1115,17,15,17,0.004335,0.115,0
1116,36,36,3,0.003888,0.035,1
1117,5,3,3,0.000045,0.001,1
1118,35,37,8,0.01036,1.105,8
1119,20,12,6,0.00144,0.15,2
1120,21,21,21,0.009261,1.65,2
1121,20,15,9,0.0027,0.16,1
1122,1000,3,3,0.009,0.035,3
1123,50,10,2,0.001,0.02,0
1124,30,10,5,0.0015,0.2,51
1125,35,10,5,0.00175,0.2,0
1126,26,8,2,0.000416,0.02,1
1127,16,12,11,0.002112,0.085,0
1128,50,14,12,0.0084,0.11,18
1129,45,10,5,0.00225,0.2,15
1130,25,16,17,0.0068,0.05,50
1131,18,15,14,0.00378,0.04,24
1132,6,4,6,0.000144,0.1,34
1133,10,10,5,0.0005,0.1,30
1134,38,22,5,0.00418,0.035,0
1135,12,12,2,0.000288,0.01,1
1136,5,5,5,0.000125,0.01,4
1137,22,8,7,0.001232,1.2,0
1138,21,10,10,0.0021,0.55,2
1139,23,11,9,0.002277,0.55,1
1140,8,11,23,0.002024,0.7,0
1141,18,13,13,0.003042,0.5,1
1142,25,25,10,0.00625,0.3,1
1143,11,5,4,0.00022,0.005,1
1144,10,8,10,0.0008,0.03,19
1145,20,10,5,0.001,0.2,1
1146,10,4,11,0.00044,0.3,4
1147,25,20,5,0.0025,0.2,0
1148,5,7,7,0.000245,0.005,1
1149,4,5,7,0.00014,0.005,5
1150,10,5,5,0.00025,0.1,0
1151,3,4,7,0.000084,0.1,0
1152,20,20,10,0.004,0.7,0
1153,17,17,1,0.000289,0.02,0
1154,15,10,5,0.00075,0.2,11
1155,5,2,2,0.00002,0.001,3
1156,20,10,10,0.002,0.2,0
1157,20,10,10,0.002,0.04,1
1158,7,5,7,0.000245,0.905,1
1159,5,6,10,0.0003,0.015,1
1160,9,6,3,0.000162,0.905,1
1161,15,12,5,0.0009,0.1,1
1162,7,4,4,0.000112,0.005,2
1163,20,10,6,0.0012,0.1,4
1164,8,8,7,0.000448,0.1,1
1165,16,12,10,0.00192,0.105,1
1166,17,11,9,0.001683,1.05,1
1167,17,17,15,0.004335,0.155,2
1168,15,15,5,0.001125,0.1,0
1169,5,4,7,0.00014,0.005,4
1170,52,9,2,0.000936,0.1,4
1171,26,22,3,0.001716,0.25,1
1172,22,18,15,0.00594,0.002,6
1173,24,8,2,0.000384,0.025,1
1174,21,9,2,0.000378,0.025,1
1175,14,14,14,0.002744,0.09,4
1176,26,12,4,0.001248,0.025,5
1177,38,7,6,0.001596,0.03,4
1178,16,16,13,0.003328,2.13,5
1179,42,10,10,0.0042,0.245,2
1180,52,10,10,0.0052,0.255,2
1181,15,9,6,0.00081,0.045,1
1182,14,8,7,0.000784,0.05,1
1183,24,17,1,0.000408,0.005,2
1184,60,40,10,0.024,6.3,3
1185,57,45,3,0.007695,0.735,7
1186,25,18,1,0.00045,0.025,2
1187,10,7,5,0.00035,0.1,0
1188,14,14,1,0.000196,0.005,1
1189,5,3,3,0.000045,0.005,12
1190,10,10,3,0.0003,0.3,2
1191,43,24,6,0.006192,0.3,0
1192,20,16,3,0.00096,0.025,4
1193,30,15,6,0.0027,0.11,2
1194,11,1,11,0.000121,0.005,0
1195,12,5,12,0.00072,0.01,6
1196,50,15,1,0.00075,0.005,1
1197,40,31,1,0.00124,0.02,6
1198,46,20,15,0.0138,5,1
1199,15,15,25,0.005625,1.5,5
1200,16,16,8,0.002048,0.105,1
1201,12,6,3,0.000216,0.1,1
1202,55,20,4,0.0044,0.04,0
1203,5,11,10,0.00055,0.015,1
1204,22,11,5,0.00121,0.02,2
1205,10,3,11,0.00033,0.015,1
1206,25,10,2,0.0005,0.015,2
1207,20,20,1,0.0004,0.005,1
1208,33,9,2,0.000594,0.22,0
1209,33,9,3,0.000891,0.02,9
1210,6,1,1,0.000006,0.001,1
1211,20,20,10,0.004,0.3,0
1212,20,20,10,0.004,0.3,0
1213,18,15,3,0.00081,0.1,1
1214,25,15,5,0.001875,0.2,0
1215,25,15,5,0.001875,0.2,1
1216,6,7,8,0.000336,0.35,0
1217,8,8,3,0.000192,0.04,0
1218,40,11,3,0.00132,0.04,4
1219,37,3,8,0.000888,0.04,1
1220,7,5,9,0.000315,0.005,1
1221,32,9,2,0.000576,0.2,11
1222,20,10,5,0.001,0.1,1
1223,20,15,5,0.0015,0.1,1
1224,20,15,2,0.0006,0.1,1
1225,26,10,9,0.00234,0.025,1
1226,38,17,6,0.003876,0.1,2
1227,40,17,10,0.0068,0.15,0
1228,31,22,8,0.005456,0.3,1
1229,19,44,6,0.005016,0.1,0
1230,50,20,11,0.011,0.15,0
1231,21,17,6,0.002142,0.2,1
1232,39,45,7,0.012285,4.155,2
1233,33,20,1,0.00066,0.015,3
1234,20,20,5,0.002,0.035,0
1235,10,16,18,0.00288,0.035,0
1236,16,10,6,0.00096,0.045,1
1237,16,16,8,0.002048,0.195,1
1238,10,8,6,0.00048,0.2,1
1239,8,9,4,0.000288,0.02,2
1240,5,7,8,0.00028,0.005,2
1241,9,9,5,0.000405,0.06,2
1242,18,17,10,0.00306,0.36,4
1243,16,16,13,0.003328,3.85,1
1244,15,17,10,0.00255,0.37,0
1245,15,10,17,0.00255,0.037,0
1246,69,13,14,0.012558,7.3,0
1247,16,11,2,0.000352,0.1,0
1248,24,19,10,0.00456,0.25,1
1249,30,15,3,0.00135,0.05,3
1250,40,35,20,0.028,0.9,4
1251,40,40,20,0.032,0.9,5
1252,15,5,5,0.000375,0.1,0
1253,12,3,3,0.000108,0.005,5
1254,5,5,5,0.000125,0.1,0
1255,5,5,5,0.000125,0.1,7
1256,40,16,1,0.00064,0.01,2
1257,5,1,1,0.000005,0.001,22
1258,5,4,1,0.00002,0.001,8
1259,20,15,15,0.0045,1,0
1260,9,9,3,0.000243,0.2,0
1261,62,15,10,0.0093,0.1,0
1262,70,30,5,0.0105,0.2,12
1263,61,16,3,0.002928,0.24,0
1264,15,5,5,0.000375,0.2,1
1265,6,6,12,0.000432,0.055,1
1266,15,12,9,0.00162,0.015,2
1267,22,15,4,0.00132,0.04,1
1268,8,10,7,0.00056,0.04,1
1269,24,20,1,0.00048,0.01,1
1270,26,16,4,0.001664,0.095,3
1271,60,10,3,0.0018,0.11,3
1272,80,20,18,0.0288,0.56,1
1273,55,30,5,0.00825,4,6
1274,50,28,6,0.0084,0.778,0
1275,23,9,8,0.001656,0.055,2
1276,20,13,8,0.00208,0.035,1
1277,20,13,8,0.00208,0.03,3
1278,18,10,10,0.0018,0.015,3
1279,14,12,12,0.002016,0.065,1
1280,4,3,7,0.000084,0.005,4
1281,46,19,1,0.000874,0.02,1
1282,24,16,9,0.003456,0.01,0
1283,14,12,8,0.001344,0.7,0
1284,8,8,3,0.000192,0.005,5
1285,15,5,5,0.000375,0.1,0
1286,6,6,1,0.000036,0.005,0
1287,1,2,10,0.00002,0.01,2
1288,3,3,6,0.000054,0.005,0
1289,24,15,15,0.0054,1.25,21
1290,5,5,1,0.000025,0.001,6
1291,8,3,8,0.000192,0.1,0
1292,12,12,6,0.000864,0.55,5
1293,18,14,1,0.000252,0.001,2
1294,12,10,1,0.00012,0.001,2
1295,7,3,1,0.000021,0.001,14
1296,58,22,2,0.002552,0.05,2
1297,20,16,3,0.00096,0.03,27
1298,13,18,13,0.003042,1.15,13
1299,18,14,1,0.000252,0.001,1
1300,54,9,1,0.000486,0.001,1
1301,30,24,10,0.0072,0.205,2
1302,15,5,5,0.000375,0.1,0
1303,11,3,3,0.000099,0.005,4
1304,58,21,1,0.001218,0.03,6
1305,15,16,6,0.00144,0.24,1
1306,28,8,2,0.000448,0.005,1
1307,30,9,2,0.00054,0.01,0
1308,22,8,2,0.000352,0.02,4
1309,14,14,15,0.00294,0.075,4
1310,40,40,20,0.032,2,0
1311,40,10,5,0.002,0.1,0
1312,20,9,2,0.00036,0.005,2
1313,9,9,7,0.000567,0.096,6
1314,10,10,4,0.0004,0.015,1
1315,23,21,21,0.010143,0.22,3
1316,48,45,7,0.01512,0.425,9
1317,7,9,10,0.00063,0.2,1
1318,27,21,25,0.014175,0.14,1
1319,6,9,9,0.000486,0.02,3
1320,17,17,13,0.003757,0.235,4
1321,54,7,7,0.002646,3,0
1322,60,15,7,0.0063,0.27,3
1323,8,6,6,0.000288,0.06,8
1324,14,10,10,0.0014,0.07,2
1325,45,4,7,0.00126,0.001,1
1326,10,8,6,0.00048,0.08,3
1327,10,6,4,0.00024,0.005,17
1328,14,12,2,0.000336,0.005,4
1329,6,8,8,0.000384,0.01,1
1330,38,36,3,0.004104,0.6,1
1331,20,20,8,0.0032,0.05,2
1332,20,20,8,0.0032,0.05,1
1333,10,7,5,0.00035,0.005,3
1334,100,20,80,0.16,8,1
1335,96,20,60,0.1152,7.5,6
1336,98,55,19,0.10241,6.85,8
1337,40,25,25,0.025,3,1
1338,43,14,16,0.009632,1.36,0
1339,25,25,1,0.000625,0.015,3
1340,71,4,4,0.001136,0.075,2
1341,34,3,3,0.000306,0.055,1
1342,6,10,12,0.00072,0.2,10
1343,15,10,10,0.0015,0.3,0
1344,46,47,8,0.017296,0.85,1
1345,50,20,15,0.015,2,1
1346,28,12,12,0.004032,0.025,0
1347,17,15,3,0.000765,0.02,1
1348,40,40,5,0.008,0.03,1
1349,8,5,4,0.00016,0.005,0
1350,5,5,15,0.000375,0.115,1
1351,7,7,7,0.000343,0.012,2
1352,4,7,5,0.00014,0.002,1
1353,16,5,5,0.0004,0.01,2
1354,10,8,5,0.0004,0.2,2
1355,25,20,10,0.005,0.5,0
1356,30,15,5,0.00225,0.2,0
1357,13,10,2,0.00026,0.001,2
1358,60,22,1,0.00132,0.03,2
1359,61,12,1,0.000732,0.03,2
1360,60,15,1,0.0009,0.035,2
1361,20,15,15,0.0045,1,14
1362,7,7,3,0.000147,0.2,0
1363,14,12,8,0.001344,0.83,2
1364,60,22,1,0.00132,0.025,0
1365,74,31,5,0.01147,0.495,3
1366,60,15,5,0.0045,5.2,2
1367,23,8,8,0.001472,0.085,4
1368,20,10,10,0.002,0.5,8
1369,61,16,1,0.000976,0.025,2
1370,18,8,4,0.000576,0.025,2
1371,10,5,5,0.00025,0.2,0
1372,16,5,5,0.0004,0.2,0
1373,13,11,3,0.000429,0.65,1
1374,60,28,8,0.01344,0.055,3
1375,60,26,7,0.01092,0.055,1
1376,12,6,3,0.000216,0.1,1
1377,26,13,5,0.00169,0.04,1
1378,12,6,3,0.000216,0.1,0
1379,63,28,10,0.01764,0.055,1
1380,35,25,5,0.004375,0.2,1
1381,,16,16,0,0.013,4
1382,15,15,5,0.001125,0.8,1
1383,14,14,6,0.001176,0.095,2
1384,3,3,9,0.000081,0.615,6
1385,35,35,6,0.00735,8,28
1386,10,10,5,0.0005,0.2,4
1387,8,8,5,0.00032,0.015,1
1388,32,32,4,0.004096,6,46
1389,30,16,11,0.00528,0.09,5
1390,10,10,10,0.001,0.045,1
1391,26,9,9,0.002106,0.025,1
1392,10,10,10,0.001,0.2,5
1393,10,8,8,0.00064,0.13,32
1394,10,6,4,0.00024,0.005,3
1395,11,6,4,0.000264,0.1,2
1396,16,8,4,0.000512,0.2,2
1397,20,20,20,0.008,0.03,8
1398,16,11,18,0.003168,0.75,4
1399,20,20,10,0.004,0.7,0
1400,19,16,12,0.003648,0.075,4
1401,20,20,10,0.004,0.7,0
1402,20,20,10,0.004,0.7,1
1403,62,20,3,0.00372,0.08,3
1404,16,14,8,0.001792,0.035,1
1405,50,20,15,0.015,2,0
1406,7,7,10,0.00049,0.04,2
1407,45,54,10,0.0243,0.505,1
1408,10,9,5,0.00045,0.02,4
1409,10,25,21,0.00525,0.215,1
1410,20,20,10,0.004,0.7,0
1411,4,3,4,0.000048,0.005,2
1412,15,7,3,0.000315,0.015,23
1413,70,40,15,0.042,3.3,5
1414,12,6,3,0.000216,0.1,0
1415,73,3,3,0.000657,0.065,5
1416,16,10,6,0.00096,0.045,1
1417,7,5,7,0.000245,0.001,3
1418,12,6,3,0.000216,0.1,0
1419,10,10,10,0.001,0.1,10
1420,11,11,3,0.000363,0.015,6
1421,4,3,3,0.000036,0.2,10
1422,15,12,2,0.00036,0.005,5
1423,7,7,1,0.000049,0.075,0
1424,18,14,13,0.003276,0.135,4
1425,14,8,7,0.000784,0.045,3
1426,10,10,5,0.0005,0.015,2
1427,54,10,3,0.00162,0.065,4
1428,60,48,10,0.0288,6.65,0
1429,60,48,5,0.0144,0.665,0
1430,35,15,4,0.0021,0.9,42
1431,60,20,10,0.012,5,1
1432,55,20,5,0.0055,8.5,7
1433,65,10,10,0.0065,2,0
1434,57,12,12,0.008208,0.23,6
1435,20,20,4,0.0016,0.036,2
1436,20,20,25,0.01,4,1
1437,50,45,2,0.0045,0.65,1
1438,50,45,2,0.0045,0.65,2
1439,72,49,2,0.007056,0.45,1
1440,52,52,2,0.005408,0.65,1
1441,72,49,2,0.007056,0.5,1
1442,37,38,2,0.002812,0.6,2
1443,6,1,1,0.000006,0.901,3
1444,11,11,3,0.000363,0.02,4
1445,35,32,6,0.00672,0.76,2
1446,5,5,6,0.00015,0.005,3
1447,12,14,1,0.000168,0.005,7
1448,9,8,3,0.000216,0.015,2
1449,90,55,6,0.0297,0.165,1
1450,17,10,4,0.00068,0.2,2
1451,7,5,10,0.00035,0.006,4
1452,35,19,10,0.00665,0.28,1
1453,35,25,15,0.013125,3.5,4
1454,5,5,7,0.000175,0.005,2
